sample_id,trial_id,timestamp,gaze_x,gaze_y,pupil_left,pupil_right,blink,fixation,saccade,validity
3145,T031,0.600,0.433,0.490,3.53,3.37,0,1,0,1
3146,T031,0.617,0.525,0.457,3.40,3.32,0,1,0,1
3147,T031,0.633,0.495,0.558,3.26,3.02,0,1,0,1
3148,T031,0.650,0.522,0.628,3.32,3.21,1,0,0,0
3149,T031,0.667,0.701,0.581,3.31,3.10,0,1,0,1
3150,T031,0.683,0.655,0.632,3.07,3.58,0,0,1,1
3151,T031,0.700,0.348,0.543,3.14,3.46,0,1,0,1
3152,T031,0.717,0.602,0.550,3.13,3.53,0,1,0,1
3153,T031,0.733,0.342,0.651,3.30,3.22,0,1,0,1
3154,T031,0.750,0.480,0.476,2.80,3.36,0,1,0,1
3155,T031,0.767,0.521,0.532,3.59,3.65,0,1,0,1
3156,T031,0.783,0.574,0.589,3.08,3.66,0,1,0,1
3157,T031,0.800,0.459,0.497,3.12,3.05,0,1,0,1
3158,T031,0.817,0.544,0.504,3.54,3.55,0,1,0,1
3159,T031,0.833,0.547,0.632,3.42,3.29,0,1,0,1
3160,T031,0.850,0.526,0.356,3.38,3.36,0,1,0,1
3161,T031,0.867,0.671,0.602,3.21,3.56,0,0,1,1
3162,T031,0.883,0.442,0.440,3.36,3.29,0,0,1,1
3163,T031,0.900,0.381,0.597,3.14,3.24,0,1,0,1
3164,T031,0.917,0.473,0.438,3.58,3.55,0,0,1,1
3165,T031,0.933,0.423,0.618,3.20,3.13,0,1,0,1
3166,T031,0.950,0.474,0.529,3.24,3.23,0,0,1,1
3167,T031,0.967,0.483,0.666,3.50,3.36,0,1,0,1
3168,T031,0.983,0.529,0.416,3.19,3.47,0,1,0,1
3169,T031,1.000,0.508,0.648,3.54,3.14,0,1,0,1
3170,T031,1.017,0.559,0.308,3.21,3.35,0,1,0,1
3171,T031,1.033,0.422,0.569,3.50,3.33,0,1,0,1
3172,T031,1.050,0.423,0.519,2.93,3.21,0,1,0,1
3173,T031,1.067,0.449,0.495,3.24,3.39,0,1,0,1
3174,T031,1.083,0.487,0.573,3.45,3.05,0,1,0,1
3175,T031,1.100,0.326,0.513,3.20,3.07,0,1,0,1
3176,T031,1.117,0.549,0.496,3.55,3.43,0,1,0,1
3177,T031,1.133,0.456,0.498,3.36,3.23,0,1,0,1
3178,T031,1.150,0.461,0.479,3.22,2.93,0,1,0,1
3179,T031,1.167,0.438,0.490,2.94,3.26,0,0,1,1
3180,T031,1.183,0.357,0.387,3.44,3.45,0,1,0,1
3181,T031,1.200,0.422,0.573,3.27,3.38,0,0,1,1
3182,T031,1.217,0.581,0.475,2.71,3.31,0,1,0,1
3183,T031,1.233,0.553,0.602,3.49,3.48,0,1,0,1
3184,T031,1.250,0.526,0.475,3.19,3.43,0,1,0,1
3185,T031,1.267,0.307,0.582,3.32,3.22,0,1,0,1
3186,T031,1.283,0.440,0.539,3.49,3.58,0,1,0,1
3187,T031,1.300,0.412,0.347,3.56,2.92,0,1,0,1
3188,T031,1.317,0.516,0.457,3.38,2.92,0,0,1,1
3189,T031,1.333,0.397,0.383,3.35,3.17,0,0,1,1
3190,T031,1.350,0.560,0.481,3.45,3.41,0,1,0,1
3191,T031,1.367,0.530,0.712,3.35,3.32,0,0,1,1
3192,T031,1.383,0.543,0.482,3.37,3.37,1,0,0,0
3193,T031,1.400,0.381,0.502,3.35,3.37,0,1,0,1
3194,T031,1.417,0.470,0.429,3.38,3.26,0,1,0,1
3195,T031,1.433,0.481,0.460,3.17,3.54,1,0,0,0
3196,T031,1.450,0.465,0.519,3.09,2.94,0,1,0,1
3197,T031,1.467,0.605,0.365,3.39,3.14,0,1,0,1
3198,T031,1.483,0.607,0.607,3.34,3.35,0,1,0,1
3199,T031,1.500,0.537,0.516,3.31,3.26,0,1,0,1
3200,T031,1.517,0.619,0.453,3.27,3.15,0,1,0,1
3201,T031,1.533,0.505,0.351,3.13,3.23,0,1,0,1
3202,T031,1.550,0.517,0.377,3.37,3.22,0,1,0,1
3203,T031,1.567,0.553,0.498,3.37,3.61,0,1,0,1
3204,T032,0.000,0.562,0.491,3.33,3.24,0,1,0,1
3205,T032,0.017,0.447,0.554,3.31,3.34,0,1,0,1
3206,T032,0.033,0.435,0.514,3.11,3.45,0,1,0,1
3207,T032,0.050,0.680,0.540,3.24,3.49,0,1,0,1
3208,T032,0.067,0.524,0.514,3.16,3.48,0,1,0,1
3209,T032,0.083,0.470,0.426,3.40,3.51,0,1,0,1
3210,T032,0.100,0.536,0.494,3.39,3.40,0,1,0,1
3211,T032,0.117,0.591,0.505,3.04,3.19,0,0,1,1
3212,T032,0.133,0.418,0.490,3.50,3.32,0,1,0,1
3213,T032,0.150,0.459,0.508,3.59,3.24,0,1,0,1
3214,T032,0.167,0.651,0.687,2.90,3.59,0,0,1,1
3215,T032,0.183,0.369,0.426,3.72,3.26,0,1,0,1
3216,T032,0.200,0.467,0.523,3.30,3.19,0,1,0,1
3217,T032,0.217,0.442,0.459,3.44,3.08,0,0,1,1
3218,T032,0.233,0.532,0.525,3.50,3.36,0,1,0,1
3219,T032,0.250,0.523,0.585,3.19,3.33,0,1,0,1
3220,T032,0.267,0.403,0.384,3.46,3.47,0,1,0,1
3221,T032,0.283,0.665,0.627,3.43,3.42,0,1,0,1
3222,T032,0.300,0.579,0.449,3.11,3.56,0,1,0,1
3223,T032,0.317,0.555,0.501,3.11,3.27,0,1,0,1
3224,T032,0.333,0.389,0.636,3.50,3.63,0,1,0,1
3225,T032,0.350,0.574,0.523,3.32,3.41,0,0,1,1
3226,T032,0.367,0.449,0.621,3.33,3.29,0,1,0,1
3227,T032,0.383,0.506,0.577,3.18,2.99,0,1,0,1
3228,T032,0.400,0.520,0.502,3.25,3.27,0,1,0,1
3229,T032,0.417,0.595,0.543,3.11,3.45,0,1,0,1
3230,T032,0.433,0.551,0.550,3.07,3.25,0,1,0,1
3231,T032,0.450,0.466,0.460,3.44,3.43,0,0,1,1
3232,T032,0.467,0.575,0.709,3.37,3.51,0,1,0,1
3233,T032,0.483,0.454,0.546,3.45,3.07,0,1,0,1
3234,T032,0.500,0.396,0.400,3.24,3.42,0,1,0,1
3235,T032,0.517,0.479,0.429,3.25,3.32,0,1,0,1
3236,T032,0.533,0.484,0.692,3.51,3.41,0,1,0,1
3237,T032,0.550,0.585,0.494,3.26,3.44,0,1,0,1
3238,T032,0.567,0.431,0.442,3.41,3.38,0,1,0,0
3239,T032,0.583,0.455,0.598,3.22,3.26,0,1,0,1
3240,T032,0.600,0.555,0.519,3.60,3.39,0,0,1,1
3241,T032,0.617,0.572,0.361,3.18,3.47,0,1,0,1
3242,T032,0.633,0.422,0.549,3.26,3.40,0,1,0,0
3243,T032,0.650,0.478,0.475,3.33,3.27,1,0,0,0
3244,T032,0.667,0.524,0.315,3.20,3.13,0,0,1,1
3245,T032,0.683,0.567,0.500,3.48,3.12,0,0,1,1
3246,T032,0.700,0.467,0.328,3.17,3.07,0,1,0,1
3247,T032,0.717,0.373,0.571,3.00,3.39,0,1,0,1
3248,T032,0.733,0.536,0.597,3.25,3.31,0,1,0,1
3249,T032,0.750,0.589,0.502,3.04,3.44,0,0,1,1
3250,T032,0.767,0.525,0.417,3.19,3.19,0,0,1,1
3251,T032,0.783,0.513,0.548,3.30,3.13,0,1,0,1
3252,T032,0.800,0.614,0.539,3.11,3.18,0,1,0,1
3253,T032,0.817,0.582,0.447,3.12,3.20,0,1,0,1
3254,T032,0.833,0.567,0.697,3.27,3.33,0,0,1,1
3255,T032,0.850,0.529,0.592,3.58,3.21,0,0,1,1
3256,T032,0.867,0.392,0.510,3.28,2.88,0,1,0,1
3257,T032,0.883,0.524,0.483,3.18,3.18,0,0,1,1
3258,T032,0.900,0.458,0.426,3.42,3.30,0,1,0,1
3259,T032,0.917,0.489,0.488,3.21,3.40,0,1,0,1
3260,T032,0.933,0.596,0.439,3.19,3.14,0,1,0,1
3261,T032,0.950,0.496,0.561,3.17,3.17,0,1,0,1
3262,T032,0.967,0.692,0.676,3.46,3.40,0,0,1,1
3263,T032,0.983,0.576,0.546,3.14,3.38,0,1,0,1
3264,T032,1.000,0.509,0.622,3.40,3.28,0,0,1,0
3265,T032,1.017,0.567,0.506,3.17,3.34,0,0,1,1
3266,T032,1.033,0.486,0.432,3.16,3.44,0,1,0,1
3267,T032,1.050,0.452,0.353,3.12,3.07,0,1,0,1
3268,T032,1.067,0.600,0.636,3.25,3.54,0,0,1,1
3269,T032,1.083,0.533,0.416,3.28,3.31,0,1,0,1
3270,T032,1.100,0.429,0.515,3.10,3.40,0,0,1,1
3271,T032,1.117,0.537,0.468,3.47,3.37,0,1,0,1
3272,T032,1.133,0.671,0.481,3.22,3.32,0,0,1,1
3273,T032,1.150,0.571,0.440,3.36,3.17,0,1,0,1
3274,T032,1.167,0.379,0.643,3.51,3.22,0,0,1,1
3275,T032,1.183,0.479,0.504,2.96,3.28,0,1,0,1
3276,T032,1.200,0.459,0.408,3.28,3.47,0,0,1,1
3277,T032,1.217,0.344,0.423,3.60,3.43,0,1,0,1
3278,T032,1.233,0.508,0.491,3.20,3.39,0,1,0,1
3279,T032,1.250,0.392,0.554,3.47,2.84,0,1,0,1
3280,T032,1.267,0.476,0.560,3.22,2.97,0,0,1,1
3281,T032,1.283,0.322,0.479,3.27,3.49,0,1,0,1
3282,T032,1.300,0.668,0.629,3.68,3.24,0,1,0,1
3283,T032,1.317,0.515,0.548,3.03,3.15,0,1,0,1
3284,T032,1.333,0.500,0.502,3.33,3.19,0,1,0,1
3285,T032,1.350,0.494,0.425,3.32,3.12,0,1,0,1
3286,T032,1.367,0.539,0.438,3.43,3.18,0,1,0,1
3287,T032,1.383,0.346,0.419,3.18,3.16,1,0,0,0
3288,T032,1.400,0.453,0.627,3.25,3.17,0,1,0,1
3289,T032,1.417,0.503,0.508,3.25,3.23,0,1,0,1
3290,T032,1.433,0.483,0.668,3.32,3.30,0,1,0,1
3291,T032,1.450,0.553,0.587,3.15,3.47,0,0,1,1
3292,T032,1.467,0.560,0.624,3.51,3.48,0,1,0,1
3293,T032,1.483,0.461,0.426,2.97,3.32,0,0,1,1
3294,T032,1.500,0.378,0.489,3.09,3.06,0,0,1,1
3295,T032,1.517,0.644,0.404,3.34,2.82,0,0,1,1
3296,T032,1.533,0.505,0.471,3.61,3.44,0,1,0,1
3297,T032,1.550,0.491,0.597,3.21,3.11,0,1,0,1
3298,T032,1.567,0.533,0.526,3.11,3.12,0,1,0,1
3299,T032,1.583,0.513,0.634,3.43,3.04,1,0,0,0
3300,T032,1.600,0.482,0.316,3.05,3.00,0,1,0,1
3301,T032,1.617,0.557,0.456,3.77,3.39,0,0,1,1
3302,T032,1.633,0.461,0.344,3.26,3.14,0,1,0,1
3303,T032,1.650,0.474,0.523,3.02,2.90,0,1,0,1
3304,T032,1.667,0.589,0.509,3.35,3.08,0,0,1,1
3305,T032,1.683,0.467,0.618,3.26,3.26,0,1,0,0
3306,T032,1.700,0.276,0.502,3.18,3.03,0,0,1,1
3307,T032,1.717,0.510,0.563,3.27,3.49,0,1,0,1
3308,T032,1.733,0.440,0.513,3.47,3.21,0,1,0,1
3309,T032,1.750,0.559,0.513,3.48,3.41,0,1,0,1
3310,T032,1.767,0.432,0.580,3.28,3.48,0,1,0,1
3311,T033,0.000,0.449,0.547,3.22,3.40,0,1,0,1
3312,T033,0.017,0.559,0.479,3.61,3.42,0,1,0,1
3313,T033,0.033,0.504,0.540,3.28,3.06,0,1,0,1
3314,T033,0.050,0.553,0.500,3.23,3.25,0,0,1,1
3315,T033,0.067,0.387,0.440,3.14,3.36,0,1,0,1
3316,T033,0.083,0.637,0.498,3.49,3.56,0,1,0,1
3317,T033,0.100,0.433,0.530,3.49,3.01,0,0,1,1
3318,T033,0.117,0.452,0.468,3.11,3.42,0,1,0,0
3319,T033,0.133,0.579,0.419,2.97,3.02,0,1,0,1
3320,T033,0.150,0.680,0.546,3.43,3.35,0,0,1,1
3321,T033,0.167,0.575,0.477,3.15,3.11,0,0,1,1
3322,T033,0.183,0.440,0.384,3.48,3.35,0,0,1,1
3323,T033,0.200,0.446,0.412,3.37,3.49,0,1,0,1
3324,T033,0.217,0.573,0.549,3.34,3.52,0,1,0,1
3325,T033,0.233,0.404,0.457,3.36,3.22,0,1,0,1
3326,T033,0.250,0.603,0.543,3.26,3.22,0,1,0,1
3327,T033,0.267,0.689,0.449,3.42,3.36,0,1,0,1
3328,T033,0.283,0.482,0.513,3.37,3.34,0,1,0,1
3329,T033,0.300,0.476,0.453,3.38,3.23,0,1,0,1
3330,T033,0.317,0.445,0.478,3.33,3.30,0,1,0,1
3331,T033,0.333,0.402,0.588,3.08,3.65,0,1,0,1
3332,T033,0.350,0.403,0.723,3.22,3.32,0,0,1,1
3333,T033,0.367,0.467,0.582,3.22,3.32,0,1,0,1
3334,T033,0.383,0.666,0.584,3.33,3.47,0,0,1,1
3335,T033,0.400,0.534,0.584,3.03,3.51,0,1,0,1
3336,T033,0.417,0.665,0.469,3.40,3.24,0,1,0,1
3337,T033,0.433,0.590,0.511,3.45,3.25,0,1,0,1
3338,T033,0.450,0.566,0.500,3.38,3.26,0,1,0,1
3339,T033,0.467,0.460,0.494,3.41,3.51,0,0,1,1
3340,T033,0.483,0.422,0.467,3.22,3.53,0,1,0,1
3341,T033,0.500,0.404,0.639,3.29,3.29,0,0,1,1
3342,T033,0.517,0.399,0.535,3.17,3.13,0,1,0,1
3343,T033,0.533,0.535,0.411,3.45,3.33,0,1,0,1
3344,T033,0.550,0.463,0.622,3.43,3.21,0,0,1,1
3345,T033,0.567,0.577,0.488,3.44,3.49,0,1,0,1
3346,T033,0.583,0.600,0.480,3.09,3.36,0,1,0,1
3347,T033,0.600,0.480,0.368,3.68,3.09,0,1,0,1
3348,T033,0.617,0.411,0.378,3.37,3.44,0,0,1,1
3349,T033,0.633,0.493,0.488,3.28,3.44,0,1,0,1
3350,T033,0.650,0.415,0.403,3.30,3.54,0,1,0,1
3351,T033,0.667,0.616,0.614,3.60,3.24,0,1,0,1
3352,T033,0.683,0.494,0.499,3.07,3.18,0,1,0,1
3353,T033,0.700,0.521,0.566,3.16,3.37,0,0,1,1
3354,T033,0.717,0.503,0.367,3.39,3.31,0,1,0,1
3355,T033,0.733,0.593,0.417,3.05,3.00,0,1,0,1
3356,T033,0.750,0.502,0.470,3.27,3.14,0,1,0,0
3357,T033,0.767,0.405,0.576,3.69,3.39,0,0,1,0
3358,T033,0.783,0.459,0.476,3.06,3.32,0,1,0,1
3359,T033,0.800,0.490,0.433,3.39,2.94,0,0,1,1
3360,T033,0.817,0.520,0.508,3.38,3.21,0,1,0,1
3361,T033,0.833,0.599,0.492,3.09,3.36,0,1,0,1
3362,T033,0.850,0.549,0.379,3.05,3.38,0,1,0,1
3363,T033,0.867,0.546,0.432,3.38,3.20,1,0,0,0
3364,T033,0.883,0.550,0.535,3.18,3.05,0,1,0,1
3365,T033,0.900,0.391,0.601,3.74,3.34,0,1,0,1
3366,T033,0.917,0.494,0.571,3.48,3.32,0,1,0,1
3367,T033,0.933,0.465,0.399,3.24,3.39,0,1,0,1
3368,T033,0.950,0.535,0.604,3.36,3.26,0,1,0,1
3369,T033,0.967,0.592,0.567,3.56,3.32,0,1,0,0
3370,T033,0.983,0.515,0.550,3.24,3.55,0,1,0,1
3371,T033,1.000,0.599,0.613,3.04,3.43,0,1,0,1
3372,T033,1.017,0.612,0.683,3.17,3.10,0,1,0,1
3373,T033,1.033,0.357,0.486,3.13,3.42,0,1,0,0
3374,T033,1.050,0.651,0.458,3.29,3.23,0,1,0,1
3375,T033,1.067,0.626,0.550,3.23,3.05,0,1,0,1
3376,T033,1.083,0.433,0.478,3.59,3.36,0,1,0,1
3377,T033,1.100,0.527,0.500,3.22,3.35,0,0,1,1
3378,T033,1.117,0.611,0.543,3.04,3.48,0,1,0,1
3379,T033,1.133,0.610,0.456,3.27,3.06,0,1,0,1
3380,T033,1.150,0.574,0.604,3.29,2.93,0,1,0,1
3381,T033,1.167,0.555,0.407,3.26,3.44,0,1,0,1
3382,T033,1.183,0.447,0.498,3.10,3.09,0,0,1,1
3383,T033,1.200,0.506,0.567,3.41,3.39,0,1,0,1
3384,T033,1.217,0.428,0.523,3.20,3.15,0,0,1,1
3385,T033,1.233,0.471,0.615,3.24,3.19,0,1,0,1
3386,T033,1.250,0.480,0.509,3.39,3.51,0,1,0,1
3387,T033,1.267,0.583,0.489,3.58,3.45,0,1,0,1
3388,T033,1.283,0.674,0.573,3.18,3.31,0,1,0,0
3389,T033,1.300,0.473,0.512,3.10,3.45,0,0,1,1
3390,T033,1.317,0.494,0.566,3.40,3.23,0,0,1,1
3391,T033,1.333,0.528,0.539,3.48,3.47,0,1,0,1
3392,T033,1.350,0.552,0.350,3.71,3.57,0,1,0,1
3393,T033,1.367,0.561,0.552,3.50,3.24,0,1,0,1
3394,T033,1.383,0.431,0.431,2.83,2.99,0,1,0,1
3395,T033,1.400,0.609,0.484,3.62,3.27,0,1,0,1
3396,T033,1.417,0.484,0.545,3.38,3.15,0,1,0,0
3397,T033,1.433,0.462,0.502,3.23,3.05,0,1,0,1
3398,T033,1.450,0.676,0.527,3.30,2.98,0,0,1,1
3399,T033,1.467,0.506,0.450,3.55,3.28,0,1,0,1
3400,T033,1.483,0.469,0.486,3.28,3.35,0,0,1,1
3401,T033,1.500,0.269,0.514,3.25,3.55,0,1,0,1
3402,T033,1.517,0.688,0.263,3.31,3.45,0,1,0,1
3403,T033,1.533,0.457,0.492,3.18,3.31,0,0,1,1
3404,T033,1.550,0.347,0.564,3.70,3.34,0,1,0,1
3405,T033,1.567,0.456,0.534,3.38,3.34,0,1,0,1
3406,T033,1.583,0.347,0.407,3.49,3.36,0,1,0,1
3407,T033,1.600,0.541,0.469,3.30,3.47,0,1,0,1
3408,T033,1.617,0.448,0.475,2.90,3.30,0,1,0,1
3409,T033,1.633,0.438,0.433,3.06,3.37,0,1,0,1
3410,T033,1.650,0.591,0.450,3.16,3.25,0,0,1,1
3411,T033,1.667,0.433,0.612,3.32,3.30,0,1,0,1
3412,T033,1.683,0.438,0.532,2.89,3.30,0,0,1,1
3413,T033,1.700,0.436,0.339,3.55,3.17,0,1,0,1
3414,T033,1.717,0.517,0.618,3.43,3.15,1,0,0,0
3415,T033,1.733,0.487,0.506,3.67,3.59,0,1,0,0
3416,T033,1.750,0.581,0.478,3.34,3.54,0,1,0,1
3417,T033,1.767,0.517,0.344,3.55,3.05,0,1,0,1
3418,T033,1.783,0.599,0.567,3.30,3.32,0,1,0,0
3419,T033,1.800,0.446,0.595,2.87,3.29,0,0,1,1
3420,T033,1.817,0.503,0.561,3.01,3.18,0,1,0,1
3421,T033,1.833,0.420,0.439,3.16,3.28,0,1,0,1
3422,T033,1.850,0.485,0.540,2.97,3.37,0,1,0,1
3423,T033,1.867,0.414,0.548,3.52,3.50,0,1,0,1
3424,T033,1.883,0.613,0.476,3.66,3.56,0,1,0,1
3425,T033,1.900,0.406,0.595,3.53,2.85,0,1,0,1
3426,T033,1.917,0.542,0.463,3.53,3.22,0,1,0,1
3427,T033,1.933,0.676,0.544,3.42,3.21,0,1,0,1
3428,T033,1.950,0.386,0.548,3.15,3.28,0,0,1,1
3429,T033,1.967,0.631,0.431,3.59,3.32,0,1,0,1
3430,T033,1.983,0.487,0.459,3.02,3.51,0,1,0,1
3431,T033,2.000,0.570,0.517,2.99,3.02,0,1,0,1
3432,T033,2.017,0.380,0.492,3.12,3.23,0,1,0,1
3433,T034,0.000,0.714,0.569,3.20,3.20,0,1,0,1
3434,T034,0.017,0.572,0.460,3.47,3.40,0,1,0,1
3435,T034,0.033,0.487,0.508,3.26,3.47,0,1,0,1
3436,T034,0.050,0.485,0.452,3.31,3.09,0,0,1,1
3437,T034,0.067,0.604,0.469,3.49,3.03,0,0,1,1
3438,T034,0.083,0.499,0.493,3.53,2.95,0,1,0,1
3439,T034,0.100,0.450,0.492,3.48,3.34,0,0,1,1
3440,T034,0.117,0.387,0.438,3.15,2.97,0,1,0,1
3441,T034,0.133,0.588,0.425,3.36,3.43,0,1,0,1
3442,T034,0.150,0.333,0.456,2.87,3.35,0,0,1,1
3443,T034,0.167,0.542,0.544,3.35,3.31,0,1,0,1
3444,T034,0.183,0.514,0.355,3.14,3.27,0,0,1,1
3445,T034,0.200,0.480,0.649,3.25,3.10,0,1,0,1
3446,T034,0.217,0.389,0.433,3.35,3.18,0,1,0,1
3447,T034,0.233,0.507,0.639,3.11,3.39,0,1,0,1
3448,T034,0.250,0.470,0.386,3.36,3.14,0,1,0,1
3449,T034,0.267,0.529,0.594,3.58,3.18,0,0,1,1
3450,T034,0.283,0.557,0.526,3.43,3.12,0,1,0,1
3451,T034,0.300,0.419,0.514,3.23,3.27,0,1,0,1
3452,T034,0.317,0.645,0.458,3.20,3.39,0,0,1,1
3453,T034,0.333,0.580,0.648,3.16,3.28,0,0,1,1
3454,T034,0.350,0.533,0.550,3.33,3.48,0,1,0,1
3455,T034,0.367,0.512,0.576,3.24,3.13,0,1,0,1
3456,T034,0.383,0.504,0.482,3.24,3.19,0,1,0,1
3457,T034,0.400,0.489,0.540,3.26,3.17,0,1,0,1
3458,T034,0.417,0.436,0.532,3.32,3.14,0,1,0,1
3459,T034,0.433,0.462,0.488,3.13,3.33,0,1,0,1
3460,T034,0.450,0.456,0.497,3.37,3.40,0,1,0,1
3461,T034,0.467,0.519,0.595,3.28,3.16,0,1,0,1
3462,T034,0.483,0.540,0.489,3.45,3.82,0,1,0,1
3463,T034,0.500,0.539,0.416,3.23,3.58,1,0,0,0
3464,T034,0.517,0.589,0.343,3.24,3.35,0,1,0,1
3465,T034,0.533,0.516,0.361,3.27,3.11,0,1,0,1
3466,T034,0.550,0.617,0.614,3.52,3.04,0,1,0,1
3467,T034,0.567,0.513,0.639,3.26,3.11,0,1,0,1
3468,T034,0.583,0.494,0.519,3.44,3.24,0,1,0,1
3469,T034,0.600,0.383,0.656,3.42,3.34,0,1,0,1
3470,T034,0.617,0.401,0.464,3.28,3.48,0,0,1,1
3471,T034,0.633,0.455,0.399,3.36,3.65,0,0,1,1
3472,T034,0.650,0.669,0.454,3.28,3.37,0,0,1,1
3473,T034,0.667,0.615,0.504,3.37,3.28,0,0,1,1
3474,T034,0.683,0.565,0.469,3.23,3.10,0,1,0,1
3475,T034,0.700,0.524,0.504,3.40,3.05,0,0,1,1
3476,T034,0.717,0.558,0.528,3.33,3.47,0,1,0,1
3477,T034,0.733,0.616,0.398,3.52,3.13,0,0,1,1
3478,T034,0.750,0.638,0.495,3.24,3.12,0,0,1,1
3479,T034,0.767,0.559,0.654,2.75,3.24,0,1,0,1
3480,T034,0.783,0.380,0.465,2.92,3.65,0,1,0,1
3481,T034,0.800,0.327,0.410,3.29,3.28,0,1,0,1
3482,T034,0.817,0.474,0.536,3.20,3.06,0,0,1,1
3483,T034,0.833,0.557,0.521,3.63,3.08,0,1,0,1
3484,T034,0.850,0.602,0.572,3.42,3.41,0,1,0,1
3485,T034,0.867,0.440,0.481,3.00,3.21,0,1,0,1
3486,T034,0.883,0.521,0.526,3.30,3.55,0,1,0,1
3487,T034,0.900,0.431,0.451,3.24,3.49,0,1,0,1
3488,T034,0.917,0.463,0.414,3.35,3.22,0,0,1,1
3489,T034,0.933,0.408,0.518,3.01,3.30,0,0,1,1
3490,T034,0.950,0.600,0.295,3.46,3.36,0,1,0,1
3491,T034,0.967,0.588,0.584,3.09,3.66,0,1,0,1
3492,T034,0.983,0.491,0.682,3.30,3.30,0,1,0,1
3493,T034,1.000,0.421,0.369,3.41,3.17,0,0,1,1
3494,T034,1.017,0.495,0.445,3.17,3.25,0,1,0,1
3495,T034,1.033,0.563,0.604,3.21,3.51,0,1,0,1
3496,T034,1.050,0.494,0.508,3.38,3.35,0,1,0,1
3497,T034,1.067,0.389,0.530,3.16,3.28,1,0,0,0
3498,T034,1.083,0.551,0.505,3.43,3.23,0,1,0,1
3499,T034,1.100,0.338,0.597,3.19,3.21,0,1,0,1
3500,T034,1.117,0.552,0.454,3.04,3.47,0,1,0,1
3501,T034,1.133,0.585,0.474,3.20,3.55,0,1,0,1
3502,T034,1.150,0.417,0.687,3.27,3.05,0,1,0,1
3503,T034,1.167,0.378,0.413,2.92,3.35,0,0,1,1
3504,T034,1.183,0.565,0.456,3.26,3.19,0,1,0,1
3505,T034,1.200,0.627,0.546,3.44,3.26,0,1,0,1
3506,T034,1.217,0.544,0.634,3.49,3.10,0,1,0,1
3507,T034,1.233,0.459,0.439,3.38,3.56,0,1,0,1
3508,T034,1.250,0.394,0.429,3.42,3.31,0,1,0,1
3509,T034,1.267,0.430,0.373,3.34,3.37,0,1,0,1
3510,T034,1.283,0.509,0.528,3.55,3.23,0,0,1,1
3511,T034,1.300,0.497,0.606,3.40,3.21,0,0,1,1
3512,T034,1.317,0.484,0.593,3.17,3.41,0,1,0,1
3513,T034,1.333,0.331,0.398,3.21,3.40,0,1,0,1
3514,T034,1.350,0.505,0.508,3.18,2.82,0,1,0,1
3515,T034,1.367,0.462,0.526,3.13,3.11,0,0,1,1
3516,T034,1.383,0.490,0.588,3.24,3.27,0,1,0,1
3517,T034,1.400,0.534,0.491,3.52,3.35,0,0,1,1
3518,T035,0.000,0.560,0.342,2.96,3.19,0,1,0,1
3519,T035,0.017,0.466,0.600,3.44,3.47,0,1,0,1
3520,T035,0.033,0.588,0.379,3.31,3.51,1,0,0,0
3521,T035,0.050,0.595,0.500,3.41,3.35,0,1,0,1
3522,T035,0.067,0.495,0.421,3.67,3.22,0,0,1,1
3523,T035,0.083,0.517,0.459,3.24,3.31,0,1,0,1
3524,T035,0.100,0.448,0.554,3.22,3.05,0,1,0,1
3525,T035,0.117,0.535,0.471,3.24,3.89,0,1,0,1
3526,T035,0.133,0.563,0.640,3.38,3.41,1,0,0,0
3527,T035,0.150,0.521,0.542,3.15,3.48,0,0,1,1
3528,T035,0.167,0.500,0.515,3.33,3.19,0,1,0,1
3529,T035,0.183,0.453,0.509,3.12,3.35,0,1,0,1
3530,T035,0.200,0.470,0.318,3.36,3.49,0,1,0,1
3531,T035,0.217,0.414,0.501,3.64,3.10,0,1,0,1
3532,T035,0.233,0.426,0.427,3.45,3.42,0,1,0,1
3533,T035,0.250,0.422,0.489,3.07,3.32,0,1,0,1
3534,T035,0.267,0.507,0.643,3.11,3.61,0,1,0,1
3535,T035,0.283,0.446,0.376,2.83,3.15,0,1,0,1
3536,T035,0.300,0.487,0.354,3.20,3.35,0,0,1,1
3537,T035,0.317,0.498,0.634,3.17,3.50,0,1,0,1
3538,T035,0.333,0.467,0.566,3.32,3.19,0,0,1,1
3539,T035,0.350,0.494,0.609,3.10,3.29,0,1,0,1
3540,T035,0.367,0.466,0.486,2.96,3.47,0,0,1,1
3541,T035,0.383,0.548,0.572,3.40,3.04,0,0,1,1
3542,T035,0.400,0.509,0.612,3.41,3.77,0,1,0,1
3543,T035,0.417,0.492,0.507,3.06,3.38,0,1,0,1
3544,T035,0.433,0.488,0.465,3.31,3.15,0,1,0,1
3545,T035,0.450,0.629,0.549,3.05,3.40,0,0,1,1
3546,T035,0.467,0.402,0.456,3.30,3.24,0,1,0,1
3547,T035,0.483,0.462,0.487,3.50,3.03,0,1,0,1
3548,T035,0.500,0.393,0.430,3.32,3.09,0,1,0,1
3549,T035,0.517,0.460,0.468,3.45,3.22,0,1,0,1
3550,T035,0.533,0.503,0.600,2.98,3.42,0,1,0,1
3551,T035,0.550,0.442,0.646,3.12,3.25,0,0,1,1
3552,T035,0.567,0.547,0.651,3.18,3.34,0,0,1,1
3553,T035,0.583,0.496,0.506,3.11,3.45,0,0,1,1
3554,T035,0.600,0.590,0.368,3.22,3.62,0,1,0,1
